financial_goal,investment_knowledge,financial_education,investment_experience,risk_reaction,income_source,income_range,expense_ratio,savings_range,investment_timeframe,riskprofile
Imprevistos,Me suena pero no estoy seguro,Tecnico o tecnologo,Bonos,Venderia todo,Independiente,Mas de 1400000,Menos del 30% de tus ingresos,Mas del 60%,Mediano plazo,Moderado
Vacaciones,Me suena pero no estoy seguro,No tengo formación,Bonos,Compraria mas,Jubilacion/Herencia,Mas de 1400000,Mas del 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Conservador
Vacaciones,No tengo idea,Carrera profesional,Bonos,Compraria mas,Salario,Mas de 1400000,Menos del 30% de tus ingresos,Mas del 60%,Mediano plazo,Arriesgado
Proyectos a largo plazo,Me suena pero no estoy seguro,No tengo formación,Cedears,Mantendria la inversion,Jubilacion/Herencia,Mas de 1400000,Menos del 30% de tus ingresos,Entre 0% y 30%,Largo plazo,Arriesgado
Ingresos adicionales,No tengo idea,Certificado profesional,ETFs,Compraria mas,Jubilacion/Herencia,Menos de 279718,Mas del 60% de tus ingresos,Entre 30% y 60%,Corto plazo,Conservador
Compra de vivienda,Me suena pero no estoy seguro,Tecnico o tecnologo,Cedears,Venderia todo,Ahorros,Mas de 1400000,Menos del 30% de tus ingresos,Mas del 60%,Mediano plazo,Arriesgado
Otros,Se como funcionan,Certificado profesional,Cedears,Compraria mas,Independiente,Menos de 279718,Menos del 30% de tus ingresos,Entre 30% y 60%,Corto plazo,Moderado
Jubilacion,No tengo idea,No tengo formación,Cedears,Venderia todo,Salario,Entre 280000 y 1400000,Mas del 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Conservador
Compra de vivienda,No tengo idea,No tengo formación,Cedears,Mantendria la inversion,Inversiones,Menos de 279718,Mas del 60% de tus ingresos,Entre 0% y 30%,Mediano plazo,Conservador
Vacaciones,Se como funcionan,No tengo formación,Bonos,Venderia todo,Independiente,Menos de 279718,Menos del 30% de tus ingresos,Entre 0% y 30%,Mediano plazo,Conservador
Vacaciones,Me suena pero no estoy seguro,Carrera profesional,Cedears,Compraria mas,Inversiones,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Entre 30% y 60%,Corto plazo,Moderado
Vacaciones,No tengo idea,No tengo formación,Acciones,Compraria mas,Jubilacion/Herencia,Mas de 1400000,Menos del 30% de tus ingresos,Entre 0% y 30%,Corto plazo,Conservador
Proyectos a largo plazo,Invierto de forma regular,Tecnico o tecnologo,Acciones,Mantendria la inversion,Inversiones,Entre 280000 y 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Largo plazo,Arriesgado
Proyectos a largo plazo,Se como funcionan,Certificado profesional,Acciones,Compraria mas,Salario,Mas de 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Corto plazo,Arriesgado
Proyectos a largo plazo,Me suena pero no estoy seguro,No tengo formación,ETFs,Mantendria la inversion,Independiente,Mas de 1400000,Menos del 30% de tus ingresos,Entre 30% y 60%,Corto plazo,Moderado
Libertad financiera,Se como funcionan,Tecnico o tecnologo,Cedears,Compraria mas,Independiente,Mas de 1400000,Mas del 60% de tus ingresos,Entre 30% y 60%,Largo plazo,Arriesgado
Otros,Se como funcionan,Tecnico o tecnologo,Cedears,Venderia todo,Independiente,Menos de 279718,Mas del 60% de tus ingresos,Mas del 60%,Mediano plazo,Moderado
Jubilacion,Se como funcionan,No tengo formación,Bonos,Venderia todo,Ahorros,Entre 280000 y 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Mediano plazo,Conservador
Imprevistos,Se como funcionan,No tengo formación,ETFs,Compraria mas,Jubilacion/Herencia,Mas de 1400000,Mas del 60% de tus ingresos,Mas del 60%,Mediano plazo,Moderado
Ingresos adicionales,Me suena pero no estoy seguro,Carrera profesional,Acciones,Mantendria la inversion,Jubilacion/Herencia,Menos de 279718,Mas del 60% de tus ingresos,Entre 30% y 60%,Corto plazo,Conservador
Jubilacion,Se como funcionan,Carrera profesional,Cedears,Venderia todo,Ahorros,Menos de 279718,Menos del 30% de tus ingresos,Entre 0% y 30%,Corto plazo,Conservador
Libertad financiera,Se como funcionan,Certificado profesional,ETFs,Venderia todo,Salario,Menos de 279718,Menos del 30% de tus ingresos,Entre 30% y 60%,Mediano plazo,Moderado
Compra de vivienda,Se como funcionan,Certificado profesional,Cedears,Compraria mas,Ahorros,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Mas del 60%,Corto plazo,Arriesgado
Otros,No tengo idea,No tengo formación,Cedears,Compraria mas,Salario,Menos de 279718,Entre 30% y 60% de tus ingresos,Entre 30% y 60%,Corto plazo,Conservador
Proyectos a largo plazo,Invierto de forma regular,Certificado profesional,Cedears,Venderia todo,Salario,Entre 280000 y 1400000,Mas del 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Moderado
Libertad financiera,No tengo idea,No tengo formación,Cedears,Compraria mas,Ahorros,Menos de 279718,Menos del 30% de tus ingresos,Mas del 60%,Mediano plazo,Moderado
Proyectos a largo plazo,Invierto de forma regular,Tecnico o tecnologo,Bonos,Venderia todo,Jubilacion/Herencia,Menos de 279718,Entre 30% y 60% de tus ingresos,Entre 30% y 60%,Largo plazo,Moderado
Compra de vivienda,Se como funcionan,No tengo formación,ETFs,Compraria mas,Salario,Entre 280000 y 1400000,Mas del 60% de tus ingresos,Mas del 60%,Corto plazo,Moderado
Vacaciones,No tengo idea,No tengo formación,Acciones,Mantendria la inversion,Jubilacion/Herencia,Mas de 1400000,Menos del 30% de tus ingresos,Entre 0% y 30%,Mediano plazo,Conservador
Imprevistos,Se como funcionan,Tecnico o tecnologo,Bonos,Mantendria la inversion,Inversiones,Entre 280000 y 1400000,Entre 30% y 60% de tus ingresos,Entre 30% y 60%,Corto plazo,Moderado
Jubilacion,No tengo idea,Carrera profesional,Bonos,Compraria mas,Salario,Mas de 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Mediano plazo,Moderado
Libertad financiera,Me suena pero no estoy seguro,Carrera profesional,Cedears,Compraria mas,Salario,Mas de 1400000,Entre 30% y 60% de tus ingresos,Entre 30% y 60%,Mediano plazo,Arriesgado
Compra de vivienda,No tengo idea,Certificado profesional,Acciones,Compraria mas,Ahorros,Menos de 279718,Entre 30% y 60% de tus ingresos,Entre 30% y 60%,Mediano plazo,Moderado
Proyectos a largo plazo,Invierto de forma regular,Tecnico o tecnologo,Bonos,Mantendria la inversion,Salario,Mas de 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Corto plazo,Arriesgado
Compra de vivienda,Se como funcionan,No tengo formación,Bonos,Mantendria la inversion,Inversiones,Entre 280000 y 1400000,Mas del 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Conservador
Proyectos a largo plazo,Invierto de forma regular,Certificado profesional,Acciones,Mantendria la inversion,Ahorros,Menos de 279718,Entre 30% y 60% de tus ingresos,Entre 0% y 30%,Corto plazo,Moderado
Otros,Se como funcionan,No tengo formación,Acciones,Compraria mas,Jubilacion/Herencia,Mas de 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Mediano plazo,Arriesgado
Proyectos a largo plazo,No tengo idea,Carrera profesional,Acciones,Venderia todo,Jubilacion/Herencia,Menos de 279718,Menos del 30% de tus ingresos,Entre 30% y 60%,Mediano plazo,Moderado
Vacaciones,Me suena pero no estoy seguro,No tengo formación,Bonos,Compraria mas,Independiente,Entre 280000 y 1400000,Mas del 60% de tus ingresos,Mas del 60%,Corto plazo,Conservador
Otros,Me suena pero no estoy seguro,Certificado profesional,ETFs,Compraria mas,Independiente,Menos de 279718,Mas del 60% de tus ingresos,Mas del 60%,Largo plazo,Moderado
Jubilacion,Se como funcionan,Certificado profesional,Bonos,Venderia todo,Ahorros,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Entre 30% y 60%,Largo plazo,Moderado
Otros,No tengo idea,Tecnico o tecnologo,Bonos,Venderia todo,Jubilacion/Herencia,Entre 280000 y 1400000,Mas del 60% de tus ingresos,Entre 0% y 30%,Mediano plazo,Conservador
Compra de vivienda,Se como funcionan,No tengo formación,Bonos,Venderia todo,Salario,Mas de 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Mediano plazo,Moderado
Otros,No tengo idea,Carrera profesional,Acciones,Venderia todo,Independiente,Menos de 279718,Menos del 30% de tus ingresos,Mas del 60%,Corto plazo,Conservador
Proyectos a largo plazo,Se como funcionan,Tecnico o tecnologo,Bonos,Venderia todo,Salario,Mas de 1400000,Mas del 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Moderado
Ingresos adicionales,Me suena pero no estoy seguro,No tengo formación,Bonos,Compraria mas,Independiente,Mas de 1400000,Menos del 30% de tus ingresos,Entre 30% y 60%,Corto plazo,Moderado
Proyectos a largo plazo,No tengo idea,No tengo formación,ETFs,Compraria mas,Independiente,Menos de 279718,Mas del 60% de tus ingresos,Entre 30% y 60%,Corto plazo,Conservador
Jubilacion,Me suena pero no estoy seguro,No tengo formación,Bonos,Compraria mas,Ahorros,Mas de 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Largo plazo,Moderado
Otros,Se como funcionan,No tengo formación,Acciones,Venderia todo,Ahorros,Mas de 1400000,Entre 30% y 60% de tus ingresos,Entre 0% y 30%,Corto plazo,Conservador
Imprevistos,Me suena pero no estoy seguro,Tecnico o tecnologo,Acciones,Venderia todo,Independiente,Mas de 1400000,Mas del 60% de tus ingresos,Entre 0% y 30%,Mediano plazo,Conservador
Compra de vivienda,No tengo idea,Carrera profesional,ETFs,Mantendria la inversion,Ahorros,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Entre 30% y 60%,Mediano plazo,Moderado
Ingresos adicionales,Invierto de forma regular,Tecnico o tecnologo,ETFs,Compraria mas,Salario,Mas de 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Mediano plazo,Arriesgado
Jubilacion,No tengo idea,Carrera profesional,Bonos,Compraria mas,Independiente,Mas de 1400000,Menos del 30% de tus ingresos,Entre 30% y 60%,Corto plazo,Moderado
Ingresos adicionales,Se como funcionan,Tecnico o tecnologo,Cedears,Compraria mas,Ahorros,Entre 280000 y 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Mediano plazo,Arriesgado
Otros,No tengo idea,No tengo formación,Acciones,Venderia todo,Independiente,Menos de 279718,Mas del 60% de tus ingresos,Mas del 60%,Corto plazo,Conservador
Otros,Me suena pero no estoy seguro,Carrera profesional,ETFs,Mantendria la inversion,Ahorros,Mas de 1400000,Entre 30% y 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Moderado
Proyectos a largo plazo,Me suena pero no estoy seguro,No tengo formación,ETFs,Venderia todo,Ahorros,Mas de 1400000,Mas del 60% de tus ingresos,Entre 30% y 60%,Mediano plazo,Moderado
Vacaciones,Invierto de forma regular,Certificado profesional,ETFs,Compraria mas,Jubilacion/Herencia,Mas de 1400000,Entre 30% y 60% de tus ingresos,Entre 0% y 30%,Corto plazo,Moderado
Imprevistos,No tengo idea,Tecnico o tecnologo,Cedears,Compraria mas,Jubilacion/Herencia,Menos de 279718,Menos del 30% de tus ingresos,Entre 30% y 60%,Mediano plazo,Moderado
Vacaciones,No tengo idea,Tecnico o tecnologo,Acciones,Mantendria la inversion,Jubilacion/Herencia,Entre 280000 y 1400000,Mas del 60% de tus ingresos,Mas del 60%,Largo plazo,Moderado
Vacaciones,Me suena pero no estoy seguro,Certificado profesional,Cedears,Venderia todo,Ahorros,Mas de 1400000,Entre 30% y 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Moderado
Proyectos a largo plazo,Invierto de forma regular,Carrera profesional,Acciones,Compraria mas,Inversiones,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Mas del 60%,Corto plazo,Arriesgado
Otros,Me suena pero no estoy seguro,Certificado profesional,Cedears,Mantendria la inversion,Inversiones,Menos de 279718,Entre 30% y 60% de tus ingresos,Mas del 60%,Largo plazo,Moderado
Imprevistos,Se como funcionan,Certificado profesional,Acciones,Mantendria la inversion,Inversiones,Mas de 1400000,Menos del 30% de tus ingresos,Mas del 60%,Corto plazo,Arriesgado
Imprevistos,No tengo idea,No tengo formación,Acciones,Venderia todo,Salario,Mas de 1400000,Menos del 30% de tus ingresos,Mas del 60%,Mediano plazo,Moderado
Proyectos a largo plazo,No tengo idea,Carrera profesional,Acciones,Compraria mas,Inversiones,Menos de 279718,Entre 30% y 60% de tus ingresos,Entre 30% y 60%,Largo plazo,Arriesgado
Libertad financiera,Me suena pero no estoy seguro,No tengo formación,ETFs,Mantendria la inversion,Inversiones,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Entre 30% y 60%,Corto plazo,Moderado
Ingresos adicionales,Me suena pero no estoy seguro,No tengo formación,Acciones,Venderia todo,Ahorros,Entre 280000 y 1400000,Mas del 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Conservador
Compra de vivienda,No tengo idea,No tengo formación,Acciones,Compraria mas,Ahorros,Menos de 279718,Entre 30% y 60% de tus ingresos,Mas del 60%,Mediano plazo,Moderado
Otros,No tengo idea,Tecnico o tecnologo,Cedears,Mantendria la inversion,Salario,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Mas del 60%,Largo plazo,Arriesgado
Imprevistos,No tengo idea,Certificado profesional,Bonos,Mantendria la inversion,Independiente,Mas de 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Corto plazo,Conservador
Vacaciones,No tengo idea,No tengo formación,Acciones,Compraria mas,Ahorros,Menos de 279718,Entre 30% y 60% de tus ingresos,Mas del 60%,Largo plazo,Moderado
Libertad financiera,No tengo idea,Certificado profesional,Bonos,Compraria mas,Jubilacion/Herencia,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Entre 30% y 60%,Largo plazo,Arriesgado
Otros,Se como funcionan,Carrera profesional,Acciones,Mantendria la inversion,Inversiones,Menos de 279718,Entre 30% y 60% de tus ingresos,Entre 30% y 60%,Corto plazo,Moderado
Compra de vivienda,Invierto de forma regular,Certificado profesional,Bonos,Compraria mas,Independiente,Menos de 279718,Mas del 60% de tus ingresos,Entre 0% y 30%,Corto plazo,Conservador
Imprevistos,Invierto de forma regular,Carrera profesional,ETFs,Compraria mas,Inversiones,Menos de 279718,Entre 30% y 60% de tus ingresos,Mas del 60%,Mediano plazo,Arriesgado
Proyectos a largo plazo,No tengo idea,Certificado profesional,ETFs,Mantendria la inversion,Inversiones,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Mas del 60%,Corto plazo,Moderado
Proyectos a largo plazo,No tengo idea,Carrera profesional,Bonos,Compraria mas,Jubilacion/Herencia,Menos de 279718,Entre 30% y 60% de tus ingresos,Mas del 60%,Corto plazo,Moderado
Libertad financiera,Se como funcionan,Carrera profesional,Bonos,Mantendria la inversion,Jubilacion/Herencia,Mas de 1400000,Mas del 60% de tus ingresos,Entre 30% y 60%,Largo plazo,Arriesgado
Proyectos a largo plazo,Se como funcionan,No tengo formación,Acciones,Mantendria la inversion,Independiente,Mas de 1400000,Mas del 60% de tus ingresos,Entre 30% y 60%,Corto plazo,Moderado
Otros,Invierto de forma regular,Certificado profesional,Bonos,Venderia todo,Ahorros,Entre 280000 y 1400000,Entre 30% y 60% de tus ingresos,Entre 0% y 30%,Mediano plazo,Conservador
Jubilacion,No tengo idea,Carrera profesional,ETFs,Mantendria la inversion,Jubilacion/Herencia,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Mas del 60%,Largo plazo,Arriesgado
Vacaciones,Me suena pero no estoy seguro,Certificado profesional,Cedears,Compraria mas,Jubilacion/Herencia,Mas de 1400000,Mas del 60% de tus ingresos,Entre 0% y 30%,Corto plazo,Conservador
Compra de vivienda,Me suena pero no estoy seguro,Certificado profesional,Cedears,Mantendria la inversion,Inversiones,Entre 280000 y 1400000,Entre 30% y 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Moderado
Jubilacion,No tengo idea,Certificado profesional,Cedears,Mantendria la inversion,Independiente,Entre 280000 y 1400000,Mas del 60% de tus ingresos,Entre 0% y 30%,Corto plazo,Conservador
Jubilacion,Me suena pero no estoy seguro,No tengo formación,Cedears,Mantendria la inversion,Salario,Mas de 1400000,Menos del 30% de tus ingresos,Entre 0% y 30%,Mediano plazo,Moderado
Jubilacion,Invierto de forma regular,Tecnico o tecnologo,Acciones,Venderia todo,Independiente,Mas de 1400000,Mas del 60% de tus ingresos,Entre 30% y 60%,Corto plazo,Moderado
Imprevistos,Invierto de forma regular,Tecnico o tecnologo,Acciones,Compraria mas,Jubilacion/Herencia,Mas de 1400000,Entre 30% y 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Arriesgado
Proyectos a largo plazo,No tengo idea,Certificado profesional,ETFs,Venderia todo,Jubilacion/Herencia,Mas de 1400000,Entre 30% y 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Moderado
Proyectos a largo plazo,Invierto de forma regular,Tecnico o tecnologo,ETFs,Compraria mas,Ahorros,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Entre 0% y 30%,Corto plazo,Arriesgado
Jubilacion,Se como funcionan,Certificado profesional,Bonos,Mantendria la inversion,Jubilacion/Herencia,Menos de 279718,Mas del 60% de tus ingresos,Entre 0% y 30%,Mediano plazo,Conservador
Libertad financiera,Me suena pero no estoy seguro,Tecnico o tecnologo,ETFs,Venderia todo,Ahorros,Menos de 279718,Entre 30% y 60% de tus ingresos,Entre 30% y 60%,Largo plazo,Moderado
Libertad financiera,Me suena pero no estoy seguro,No tengo formación,Acciones,Mantendria la inversion,Independiente,Mas de 1400000,Menos del 30% de tus ingresos,Entre 0% y 30%,Largo plazo,Arriesgado
Jubilacion,Me suena pero no estoy seguro,Certificado profesional,ETFs,Venderia todo,Jubilacion/Herencia,Menos de 279718,Mas del 60% de tus ingresos,Mas del 60%,Largo plazo,Conservador
Ingresos adicionales,Invierto de forma regular,No tengo formación,ETFs,Venderia todo,Ahorros,Mas de 1400000,Entre 30% y 60% de tus ingresos,Mas del 60%,Largo plazo,Arriesgado
Ingresos adicionales,No tengo idea,Tecnico o tecnologo,Acciones,Mantendria la inversion,Independiente,Menos de 279718,Mas del 60% de tus ingresos,Entre 0% y 30%,Mediano plazo,Conservador
Otros,Invierto de forma regular,Tecnico o tecnologo,Acciones,Venderia todo,Ahorros,Entre 280000 y 1400000,Entre 30% y 60% de tus ingresos,Entre 30% y 60%,Largo plazo,Moderado
Imprevistos,Se como funcionan,Tecnico o tecnologo,Bonos,Mantendria la inversion,Ahorros,Menos de 279718,Menos del 30% de tus ingresos,Entre 0% y 30%,Largo plazo,Moderado
Otros,Me suena pero no estoy seguro,Certificado profesional,ETFs,Compraria mas,Jubilacion/Herencia,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Mas del 60%,Mediano plazo,Arriesgado
Otros,No tengo idea,Certificado profesional,Bonos,Compraria mas,Inversiones,Entre 280000 y 1400000,Entre 30% y 60% de tus ingresos,Entre 30% y 60%,Corto plazo,Conservador
Compra de vivienda,Se como funcionan,Certificado profesional,ETFs,Compraria mas,Jubilacion/Herencia,Entre 280000 y 1400000,Menos del 30% de tus ingresos,Mas del 60%,Corto plazo,Arriesgado
Libertad financiera,Me suena pero no estoy seguro,Carrera profesional,Acciones,Mantendria la inversion,Independiente,Entre 280000 y 1400000,Entre 30% y 60% de tus ingresos,Entre 0% y 30%,Largo plazo,Arriesgado
Compra de vivienda,No tengo idea,Certificado profesional,ETFs,Venderia todo,Salario,Mas de 1400000,Mas del 60% de tus ingresos,Entre 30% y 60%,Mediano plazo,Conservador
Imprevistos,Invierto de forma regular,Certificado profesional,ETFs,Venderia todo,Inversiones,Mas de 1400000,Entre 30% y 60% de tus ingresos,Entre 30% y 60%,Corto plazo,Moderado
Compra de vivienda,Me suena pero no estoy seguro,No tengo formación,Bonos,Compraria mas,Independiente,Menos de 279718,Mas del 60% de tus ingresos,Entre 30% y 60%,Largo plazo,Conservador
